species,size,fragrance,height_cm,species type
rose,medium,mild,58.84,1
hibiscus,large,none,181.08,3
shoeblack plant,medium,mild,70.64,2
hibiscus,large,none,112.07,3
rose,small,strong,79.92,1
shoeblack plant,medium,none,100.97,2
rose,medium,strong,68.33,1
hibiscus,large,none,145.18,3
rose,small,mild,47.01,1
hibiscus,large,none,137.02,3
shoeblack plant,medium,mild,127.49,2
shoeblack plant,medium,none,132.79,2
hibiscus,large,none,189.63,3
hibiscus,large,none,165.71,3
rose,small,mild,68,1
hibiscus,large,none,192.89,3
rose,medium,mild,96.92,1
rose,medium,strong,58.73,1
rose,medium,mild,69.67,1
hibiscus,large,none,190.99,3
rose,medium,strong,66.07,1
shoeblack plant,large,none,122.94,2
hibiscus,large,none,117.45,3
rose,small,mild,92.12,1
rose,small,mild,75.5,1
rose,medium,strong,76.84,1
shoeblack plant,medium,mild,133.61,2
rose,small,strong,63.23,1
shoeblack plant,large,none,62.87,2
hibiscus,large,none,165.73,3
shoeblack plant,large,none,71.67,2
hibiscus,large,none,117.27,3
hibiscus,large,none,146.88,3
hibiscus,large,none,107.28,3
rose,small,mild,86.6,1
rose,medium,mild,98.23,1
hibiscus,large,none,172.3,3
hibiscus,large,none,136.28,3
shoeblack plant,medium,mild,67.54,2
rose,medium,strong,30.25,1
rose,small,strong,55.31,1
hibiscus,large,none,136,3
rose,medium,strong,89.11,1
rose,small,mild,97.59,1
shoeblack plant,medium,none,131.72,2
shoeblack plant,medium,none,138.47,2
shoeblack plant,large,mild,141.98,2
hibiscus,large,none,103.43,3
shoeblack plant,large,none,122.61,2
shoeblack plant,medium,none,67.76,2
rose,small,strong,32.7,1
rose,medium,mild,75.18,1
rose,small,mild,77.83,1
shoeblack plant,medium,mild,51.51,2
hibiscus,large,none,109.39,3
hibiscus,large,none,110.68,3
rose,medium,mild,98.59,1
hibiscus,large,none,112.95,3
hibiscus,large,none,152.95,3
rose,medium,strong,66,1
hibiscus,large,none,112.49,3
rose,medium,mild,60.43,1
shoeblack plant,large,none,146.77,2
rose,small,strong,64.67,1
rose,medium,mild,79.64,1
hibiscus,large,none,136.78,3
shoeblack plant,large,none,92.23,2
hibiscus,large,none,166.37,3
rose,small,strong,67.95,1
rose,small,strong,89.49,1
hibiscus,large,none,129.85,3
rose,small,mild,98.16,1
rose,medium,mild,62.32,1
hibiscus,large,none,157.66,3
hibiscus,large,none,193.73,3
rose,small,strong,91.78,1
hibiscus,large,none,141.51,3
rose,small,mild,44.38,1
shoeblack plant,medium,none,54.45,2
shoeblack plant,medium,mild,80.76,2
hibiscus,large,none,146.65,3
rose,medium,mild,75.66,1
shoeblack plant,medium,mild,76.11,2
shoeblack plant,large,mild,139.95,2
rose,small,strong,39.06,1
hibiscus,large,none,148.96,3
shoeblack plant,large,mild,101.04,2
rose,medium,mild,91.93,1
rose,small,mild,73.54,1
hibiscus,large,none,182.94,3
shoeblack plant,medium,none,53.47,2
hibiscus,large,none,149.41,3
shoeblack plant,medium,mild,72.18,2
shoeblack plant,large,none,111.61,2
shoeblack plant,large,mild,96.55,2
hibiscus,large,none,187.87,3
shoeblack plant,large,none,147.6,2
rose,small,mild,58.88,1
rose,medium,strong,53.89,1
shoeblack plant,medium,mild,140.15,2
hibiscus,large,none,139.65,3
rose,small,mild,52.21,1
rose,small,mild,37.12,1
shoeblack plant,medium,mild,149.32,2
rose,small,mild,95.3,1
shoeblack plant,medium,mild,61.75,2
shoeblack plant,medium,mild,78.75,2
rose,small,mild,43.03,1
rose,small,strong,35.78,1
shoeblack plant,medium,none,129.23,2
hibiscus,large,none,145.16,3
rose,small,strong,46.83,1
rose,small,mild,83.04,1
hibiscus,large,none,186.51,3
shoeblack plant,medium,mild,92.43,2
rose,small,mild,90.23,1
hibiscus,large,none,188.71,3
hibiscus,large,none,182.04,3
hibiscus,large,none,150.62,3
rose,small,mild,72.21,1
shoeblack plant,medium,mild,135.26,2
rose,medium,mild,39.45,1
hibiscus,large,none,134.89,3
shoeblack plant,medium,none,115.89,2
hibiscus,large,none,100.39,3
hibiscus,large,none,155.18,3
shoeblack plant,medium,none,134.45,2
shoeblack plant,medium,none,81.33,2
hibiscus,large,none,187.59,3
rose,medium,mild,82.38,1
rose,medium,strong,76.87,1
shoeblack plant,large,mild,95.84,2
shoeblack plant,medium,mild,139.35,2
hibiscus,large,none,101.93,3
rose,medium,strong,41.16,1
shoeblack plant,large,mild,136.87,2
hibiscus,large,none,106.28,3
shoeblack plant,large,mild,96.17,2
shoeblack plant,medium,mild,146.75,2
shoeblack plant,large,mild,113.85,2
hibiscus,large,none,165.27,3
shoeblack plant,large,mild,121.27,2
rose,small,strong,63.29,1
shoeblack plant,large,none,140.09,2
hibiscus,large,none,156.84,3
rose,medium,strong,40.88,1
shoeblack plant,medium,none,126.48,2
shoeblack plant,large,mild,128.97,2
shoeblack plant,medium,none,120.62,2
rose,small,mild,64.15,1
rose,medium,mild,95.37,1
shoeblack plant,large,mild,148.39,2
rose,small,mild,34,1
shoeblack plant,medium,none,148.63,2
rose,small,strong,80.21,1
hibiscus,large,none,115.19,3
hibiscus,large,none,196.7,3
hibiscus,large,none,132.68,3
hibiscus,large,none,162.4,3
shoeblack plant,large,mild,51.91,2
hibiscus,large,none,140.92,3
shoeblack plant,large,mild,93.36,2
hibiscus,large,none,156.57,3
hibiscus,large,none,100.09,3
hibiscus,large,none,121.5,3
rose,small,strong,33.75,1
rose,small,mild,55.4,1
rose,medium,strong,98.78,1
hibiscus,large,none,188.86,3
hibiscus,large,none,198.39,3
hibiscus,large,none,101.59,3
hibiscus,large,none,156.26,3
shoeblack plant,medium,mild,57.08,2
shoeblack plant,large,none,138.17,2
rose,medium,strong,95.08,1
rose,medium,strong,31.99,1
rose,medium,strong,63.14,1
shoeblack plant,medium,none,90.53,2
rose,small,strong,90.84,1
shoeblack plant,medium,mild,111.56,2
rose,medium,strong,68.99,1
shoeblack plant,large,mild,126.75,2
hibiscus,large,none,187.39,3
hibiscus,large,none,194.65,3
hibiscus,large,none,113.56,3
shoeblack plant,large,none,78.61,2
hibiscus,large,none,117.11,3
shoeblack plant,medium,none,102.37,2
shoeblack plant,medium,mild,61.77,2
rose,small,mild,64.35,1
shoeblack plant,large,none,60.93,2
hibiscus,large,none,188.08,3
rose,small,mild,38.52,1
hibiscus,large,none,130.96,3
hibiscus,large,none,134.32,3
hibiscus,large,none,132.08,3
rose,medium,mild,52.68,1
shoeblack plant,large,mild,75.11,2
shoeblack plant,medium,none,84.11,2
rose,small,mild,79.61,1
shoeblack plant,medium,none,64.36,2
rose,small,mild,91.06,1
hibiscus,large,none,177.83,3
rose,small,mild,56.59,1
hibiscus,large,none,144.74,3
shoeblack plant,medium,mild,76.85,2
hibiscus,large,none,120.36,3
shoeblack plant,large,none,96.42,2
shoeblack plant,medium,mild,118.29,2
rose,medium,mild,32.15,1
hibiscus,large,none,164.05,3
shoeblack plant,large,none,144.99,2
rose,small,strong,98.08,1
rose,medium,mild,56.79,1
shoeblack plant,large,mild,68.01,2
rose,small,mild,72.62,1
rose,small,mild,84.59,1
hibiscus,large,none,154.27,3
hibiscus,large,none,166.27,3
rose,small,mild,42.21,1
shoeblack plant,large,mild,59.99,2
shoeblack plant,large,mild,52.53,2
shoeblack plant,large,none,94.52,2
hibiscus,large,none,160.09,3
rose,medium,mild,81.37,1
rose,medium,strong,79.44,1
shoeblack plant,medium,mild,128.36,2
hibiscus,large,none,112.24,3
rose,small,strong,97.98,1
rose,medium,strong,89.95,1
rose,small,mild,59.94,1
hibiscus,large,none,188.23,3
rose,small,strong,80.3,1
shoeblack plant,medium,none,145.21,2
shoeblack plant,large,none,84.34,2
rose,medium,strong,40.35,1
shoeblack plant,large,mild,99.19,2
shoeblack plant,large,none,142.17,2
hibiscus,large,none,155.9,3
hibiscus,large,none,163.73,3
shoeblack plant,large,none,135.09,2
rose,small,mild,71.18,1
shoeblack plant,medium,mild,140.12,2
shoeblack plant,large,none,108.06,2
hibiscus,large,none,124.21,3
hibiscus,large,none,196.45,3
hibiscus,large,none,149.67,3
shoeblack plant,large,mild,71.71,2
shoeblack plant,medium,none,131.72,2
rose,small,mild,32.03,1
rose,small,mild,55.07,1
shoeblack plant,large,none,143.2,2
shoeblack plant,large,mild,76.99,2
rose,medium,strong,40.34,1
hibiscus,large,none,143.04,3
rose,medium,strong,30.72,1
hibiscus,large,none,148.85,3
hibiscus,large,none,146.52,3
rose,small,mild,31.73,1
hibiscus,large,none,165.64,3
hibiscus,large,none,160.93,3
shoeblack plant,medium,mild,97.78,2
hibiscus,large,none,183.62,3
rose,medium,strong,31.94,1
shoeblack plant,large,none,138.15,2
rose,small,strong,70.4,1
shoeblack plant,medium,none,143.94,2
shoeblack plant,medium,mild,69.47,2
rose,medium,strong,88.92,1
rose,small,mild,48.02,1
rose,medium,mild,78.42,1
rose,small,mild,40.91,1
hibiscus,large,none,107.54,3
hibiscus,large,none,155.22,3
shoeblack plant,medium,mild,97.49,2
shoeblack plant,large,none,92.9,2
hibiscus,large,none,131.82,3
rose,medium,strong,39.97,1
shoeblack plant,medium,mild,146.48,2
rose,medium,strong,38.16,1
hibiscus,large,none,109.6,3
rose,small,mild,60.06,1
rose,medium,strong,34.77,1
rose,medium,mild,52.54,1
hibiscus,large,none,175.84,3
shoeblack plant,medium,mild,124.58,2
rose,medium,strong,88.43,1
rose,small,strong,92.13,1
rose,medium,strong,87.15,1
rose,medium,mild,60.28,1
hibiscus,large,none,140.67,3
shoeblack plant,large,mild,144.25,2
hibiscus,large,none,126.47,3
hibiscus,large,none,153.35,3
rose,medium,strong,30.6,1
hibiscus,large,none,138.57,3
rose,small,mild,36.52,1
shoeblack plant,large,mild,91.64,2
rose,medium,strong,59.62,1
shoeblack plant,large,none,94.43,2
shoeblack plant,large,none,126.73,2
shoeblack plant,medium,none,120.14,2
shoeblack plant,large,none,119.19,2
shoeblack plant,large,mild,99.25,2
hibiscus,large,none,143.83,3
hibiscus,large,none,106.41,3
rose,small,mild,76.84,1
hibiscus,large,none,198.99,3
hibiscus,large,none,186.03,3
shoeblack plant,large,none,98.43,2
hibiscus,large,none,130.13,3
rose,small,mild,57.13,1
rose,medium,mild,55.31,1
hibiscus,large,none,181.59,3
rose,medium,strong,38.18,1
hibiscus,large,none,143.47,3
shoeblack plant,large,mild,93.71,2
hibiscus,large,none,185.13,3
rose,medium,strong,39.5,1
hibiscus,large,none,169.58,3
hibiscus,large,none,132.68,3
hibiscus,large,none,141.62,3
rose,small,mild,66.38,1
shoeblack plant,large,none,143.76,2
rose,medium,strong,94.54,1
shoeblack plant,medium,mild,52.55,2
shoeblack plant,medium,none,101.69,2
rose,small,strong,34.12,1
shoeblack plant,medium,mild,52.11,2
rose,small,mild,81.42,1
hibiscus,large,none,114.82,3
hibiscus,large,none,181.75,3
rose,small,strong,59.67,1
hibiscus,large,none,107.39,3
shoeblack plant,large,none,92.13,2
rose,medium,strong,34.65,1
shoeblack plant,medium,none,130.82,2
rose,small,strong,90.14,1
hibiscus,large,none,172.06,3
shoeblack plant,medium,none,101.02,2
rose,medium,mild,54.17,1
shoeblack plant,large,mild,115.96,2
hibiscus,large,none,106.73,3
rose,medium,strong,87.54,1
hibiscus,large,none,156.3,3
shoeblack plant,large,none,149.8,2
shoeblack plant,large,none,71.04,2
rose,medium,strong,96.64,1
shoeblack plant,large,mild,130.1,2
shoeblack plant,medium,none,74.91,2
rose,small,mild,36,1
hibiscus,large,none,120.22,3
hibiscus,large,none,143.76,3
shoeblack plant,large,mild,99.25,2
rose,small,strong,31.18,1
rose,medium,strong,83.45,1
shoeblack plant,medium,mild,106.95,2
shoeblack plant,medium,mild,102.49,2
shoeblack plant,medium,mild,121.6,2
rose,medium,strong,45.29,1
hibiscus,large,none,169.87,3
shoeblack plant,large,mild,75.87,2
hibiscus,large,none,115.75,3
shoeblack plant,medium,mild,98.22,2
shoeblack plant,medium,mild,71.67,2
rose,small,strong,96.26,1
hibiscus,large,none,197.88,3
rose,small,strong,34.68,1
rose,small,strong,41.89,1
shoeblack plant,large,mild,97.08,2
shoeblack plant,medium,mild,105.65,2
rose,medium,strong,38.7,1
rose,medium,strong,40.4,1
rose,small,strong,66.79,1
hibiscus,large,none,122.69,3
shoeblack plant,large,mild,124.14,2
hibiscus,large,none,165.6,3
hibiscus,large,none,171.55,3
rose,small,mild,91.44,1
shoeblack plant,medium,none,89.41,2
shoeblack plant,medium,none,142.26,2
shoeblack plant,large,none,126.82,2
hibiscus,large,none,185.5,3
shoeblack plant,large,mild,79.45,2
hibiscus,large,none,125.15,3
shoeblack plant,large,none,136.56,2
hibiscus,large,none,135.71,3
hibiscus,large,none,116.49,3
rose,medium,strong,93.85,1
shoeblack plant,medium,none,116.89,2
shoeblack plant,large,none,58.93,2
hibiscus,large,none,146.97,3
shoeblack plant,medium,mild,136.84,2
rose,medium,mild,85.03,1
hibiscus,large,none,103.89,3
rose,small,strong,96.95,1
rose,medium,mild,87.48,1
hibiscus,large,none,126.67,3
shoeblack plant,large,mild,111.37,2
rose,medium,mild,44.21,1
rose,small,strong,82.76,1
hibiscus,large,none,184.51,3
rose,medium,strong,93.51,1
shoeblack plant,medium,mild,78.95,2
hibiscus,large,none,113.98,3
shoeblack plant,medium,none,75.6,2
hibiscus,large,none,198.28,3
hibiscus,large,none,156.98,3
shoeblack plant,medium,mild,94.78,2
rose,medium,mild,48.09,1
shoeblack plant,large,none,62.03,2
hibiscus,large,none,134.13,3
rose,medium,strong,88.88,1
shoeblack plant,medium,mild,60.07,2
hibiscus,large,none,110.27,3
rose,medium,mild,90.79,1
hibiscus,large,none,124.18,3
shoeblack plant,large,none,70.52,2
rose,small,mild,78.72,1
shoeblack plant,medium,none,94.44,2
hibiscus,large,none,190.52,3
hibiscus,large,none,131.74,3
shoeblack plant,medium,none,53.55,2
shoeblack plant,large,none,135.54,2
rose,small,strong,91.36,1
hibiscus,large,none,165.71,3
shoeblack plant,large,mild,134.01,2
hibiscus,large,none,149.29,3
shoeblack plant,medium,mild,130.12,2
hibiscus,large,none,150.29,3
hibiscus,large,none,168.74,3
rose,medium,mild,72.25,1
hibiscus,large,none,124.71,3
hibiscus,large,none,113.13,3
hibiscus,large,none,179.9,3
hibiscus,large,none,192.96,3
rose,small,mild,91.77,1
rose,small,mild,64.33,1
shoeblack plant,large,mild,84.59,2
shoeblack plant,medium,mild,126.37,2
rose,medium,mild,75.64,1
hibiscus,large,none,166.51,3
shoeblack plant,medium,mild,135.42,2
rose,medium,strong,71.44,1
shoeblack plant,medium,none,102.51,2
shoeblack plant,large,mild,96.6,2
rose,small,strong,94.8,1
rose,medium,mild,71.3,1
shoeblack plant,medium,mild,128.31,2
hibiscus,large,none,175.9,3
hibiscus,large,none,101.9,3
hibiscus,large,none,151.92,3
hibiscus,large,none,192.93,3
hibiscus,large,none,100.73,3
hibiscus,large,none,146.08,3
rose,medium,mild,56.62,1
rose,medium,mild,58.33,1
hibiscus,large,none,145.46,3
shoeblack plant,medium,mild,73.79,2
shoeblack plant,large,mild,112.1,2
rose,medium,strong,87.91,1
shoeblack plant,large,mild,121,2
shoeblack plant,large,mild,141.49,2
shoeblack plant,large,mild,144.53,2
hibiscus,large,none,110.79,3
hibiscus,large,none,176.16,3
shoeblack plant,large,none,95.13,2
hibiscus,large,none,174.24,3
shoeblack plant,medium,mild,136.5,2
shoeblack plant,large,none,64.8,2
rose,small,strong,34.84,1
hibiscus,large,none,100.45,3
hibiscus,large,none,123.46,3
rose,small,strong,98.63,1
rose,small,mild,77.94,1
shoeblack plant,large,mild,127.17,2
shoeblack plant,large,mild,70.77,2
hibiscus,large,none,138.57,3
hibiscus,large,none,106.44,3
rose,medium,mild,83.96,1
hibiscus,large,none,159.61,3
hibiscus,large,none,132.81,3
hibiscus,large,none,188.26,3
shoeblack plant,large,mild,66.25,2
rose,medium,mild,72.7,1
hibiscus,large,none,186.09,3
shoeblack plant,medium,none,115.55,2
hibiscus,large,none,146.2,3
shoeblack plant,large,mild,135.42,2
hibiscus,large,none,178.2,3
hibiscus,large,none,142.27,3
shoeblack plant,medium,mild,90.32,2
hibiscus,large,none,142.65,3
hibiscus,large,none,180.2,3
rose,small,mild,70.69,1
hibiscus,large,none,172.77,3
rose,small,mild,48.7,1
rose,medium,mild,95.94,1
hibiscus,large,none,140.46,3
shoeblack plant,medium,none,61.31,2
hibiscus,large,none,128.35,3
shoeblack plant,medium,mild,113.35,2
hibiscus,large,none,116.78,3
hibiscus,large,none,111.25,3
rose,small,strong,51.63,1
shoeblack plant,large,mild,71.1,2
rose,small,mild,81.33,1
hibiscus,large,none,152.8,3
hibiscus,large,none,116.27,3
shoeblack plant,medium,mild,81.7,2
hibiscus,large,none,136.3,3
hibiscus,large,none,142.57,3
hibiscus,large,none,145.11,3
shoeblack plant,medium,mild,94.32,2
hibiscus,large,none,119.36,3
rose,medium,mild,39.22,1
rose,medium,mild,89.44,1
shoeblack plant,large,none,50.84,2
shoeblack plant,medium,mild,75.3,2
rose,small,strong,75.96,1
hibiscus,large,none,120.86,3
hibiscus,large,none,157.59,3
rose,medium,strong,38.55,1
hibiscus,large,none,126.08,3
hibiscus,large,none,184.96,3
shoeblack plant,large,none,59.88,2
hibiscus,large,none,167,3
hibiscus,large,none,166.06,3
rose,medium,mild,78.41,1
hibiscus,large,none,107.88,3
hibiscus,large,none,119.57,3
shoeblack plant,large,mild,50.67,2
rose,medium,mild,87.12,1
hibiscus,large,none,176.05,3
rose,small,mild,42.69,1
hibiscus,large,none,150.62,3
rose,small,strong,67.06,1
shoeblack plant,medium,none,126.55,2
shoeblack plant,large,mild,78.72,2
hibiscus,large,none,131.27,3
rose,medium,strong,68.04,1
hibiscus,large,none,125.21,3
rose,small,mild,66.57,1
rose,small,strong,50.34,1
shoeblack plant,large,mild,116.65,2
hibiscus,large,none,193.7,3
hibiscus,large,none,137.4,3
rose,medium,strong,87.27,1
rose,medium,mild,79.64,1
shoeblack plant,large,none,131.49,2
rose,medium,strong,60.75,1
hibiscus,large,none,138.53,3
hibiscus,large,none,154.11,3
rose,small,strong,51.11,1
rose,medium,strong,39.12,1
shoeblack plant,medium,mild,62.39,2
shoeblack plant,large,none,77.04,2
rose,medium,mild,75.22,1
hibiscus,large,none,162.49,3
shoeblack plant,large,mild,145.1,2
rose,small,mild,71.96,1
shoeblack plant,large,none,121.35,2
rose,small,strong,58.78,1
hibiscus,large,none,186.5,3
rose,medium,strong,43.58,1
rose,small,strong,60.96,1
shoeblack plant,large,mild,132.98,2
shoeblack plant,large,mild,96.23,2
rose,small,mild,82.13,1
shoeblack plant,large,mild,130.49,2
rose,small,mild,82.49,1
rose,medium,strong,94.7,1
rose,medium,mild,90.73,1
shoeblack plant,medium,mild,106.65,2
rose,medium,mild,32.82,1
shoeblack plant,medium,none,112.76,2
shoeblack plant,large,none,124.86,2
shoeblack plant,medium,mild,70.92,2
shoeblack plant,medium,mild,104.9,2
hibiscus,large,none,176.36,3
hibiscus,large,none,124.8,3
hibiscus,large,none,196.49,3
rose,medium,mild,78.25,1
hibiscus,large,none,171.77,3
shoeblack plant,medium,mild,86.18,2
shoeblack plant,large,none,63.87,2
hibiscus,large,none,115.7,3
rose,medium,mild,50.01,1
shoeblack plant,medium,mild,107.62,2
shoeblack plant,large,none,71.26,2
hibiscus,large,none,180.92,3
rose,small,strong,36.37,1
rose,small,mild,74.13,1
hibiscus,large,none,179.78,3
rose,medium,strong,35.97,1
shoeblack plant,large,mild,101.97,2
shoeblack plant,medium,mild,112.19,2
hibiscus,large,none,185.69,3
hibiscus,large,none,173.74,3
shoeblack plant,medium,none,148.71,2
rose,medium,mild,31.19,1
